Date,CustomerID,Country,Item,Category,UnitsSold,ItemPrice,ItemCost,Discount
2023-09-19 19:47:39.604073,CUST0027,India,EVGA SuperNOVA 750 G6 PSU,Power Supply,3,128.47,65.56,0.2
2025-08-03 19:47:39.604073,CUST0377,Brazil,Corsair RM850x PSU,Power Supply,6,117.19,77.71,0.05
2024-09-29 19:47:39.604073,CUST0253,Germany,Samsung 970 EVO 1TB SSD,Storage,9,82.58,63.06,0.15
2024-03-20 19:47:39.604073,CUST0391,,WD Black SN850 2TB SSD,Storage,3,222.08,162.62,0.0
2025-06-14 19:47:39.604073,CUST0022,India,ASUS TUF Gaming 32 Monitor,Monitor,2,389.51,249.21,0.05
2023-11-21 19:47:39.604073,CUST0064,UK,AMD Radeon RX 7900 XT,GPU,6,972.2,501.36,0.15
2024-09-03 19:47:39.604073,CUST0271,India,G.Skill Trident Z 32GB DDR5,RAM,6,203.92,133.55,0.15
2023-12-12 19:47:39.604073,CUST0439,UK,ASUS TUF Gaming 32 Monitor,Monitor,8,??,211.99,0.0
2025-01-31 19:47:39.604073,CUST0212,India,NVIDIA RTX 4080,GPU,5,??,586.57,0.2
2023-11-23 19:47:39.604073,CUST0283,UK,Razer Huntsman Elite,Keyboard,3,233.37,168.96,0.2
2023-10-28 19:47:39.604073,CUST0262,Brazil,Razer Huntsman Elite,Keyboard,2,222.87,186.32,0.1
2024-08-25 19:47:39.604073,CUST0362,Canada,NVIDIA RTX 4080,GPU,5,1194.6,892.69,0.0
2024-08-19 19:47:39.604073,CUST0345,USA,NVIDIA RTX 4080,GPU,5,1162.85,974.8,0.1
2025-02-24 19:47:39.604073,CUST0365,Australia,Intel Core i9-13900K,CPU,6,709.11,481.94,0.0
2024-05-30 19:47:39.604073,CUST0101,Australia,AMD Radeon RX 7900 XT,GPU,3,857.65,517.86,0.2
2024-03-10 19:47:39.604073,CUST0147,Australia,HyperX Cloud II,Headset,4,86.01,56.72,0.0
2023-09-19 19:47:39.604073,CUST0160,Canada,Intel Core i9-13900K,CPU,1,488.69,318.06,0.2
2025-07-26 19:47:39.604073,CUST0187,Brazil,HyperX Cloud II,Headset,6,115.13,58.89,0.0
2024-05-06 19:47:39.604073,CUST0324,,Dell Ultrasharp 27 Monitor,Monitor,5,367.38,231.67,0.05
2025-04-12 19:47:39.604073,CUST0212,France,ASUS ROG Strix Z690-F,Motherboard,7,454.92,276.69,0.05
2025-04-01 19:47:39.604073,CUST0045,India,Dell Ultrasharp 27 Monitor,Monitor,9,531.99,368.68,0.15
2024-12-27 19:47:39.604073,CUST0210,Australia,G.Skill Trident Z 32GB DDR5,RAM,4,195.74,126.8,0.2
2023-10-01 19:47:39.604073,CUST0047,India,EVGA SuperNOVA 750 G6 PSU,Power Supply,6,120.02,62.36,0.2
2024-10-18 19:47:39.604073,CUST0060,UK,HyperX Cloud II,Headset,2,101.26,74.66,0.1
2023-12-21 19:47:39.604073,CUST0186,UK,ASUS TUF Gaming 32 Monitor,Monitor,5,311.15,220.57,0.15
2024-09-04 19:47:39.604073,CUST0388,Canada,Dell Ultrasharp 27 Monitor,Monitor,4,397.79,287.91,0.05
2025-05-25 19:47:39.604073,CUST0192,Germany,ASUS ROG Strix Z690-F,Motherboard,9,462.6,356.91,0.2
2025-03-27 19:47:39.604073,CUST0173,France,ASUS ROG Strix Z690-F,Motherboard,5,340.69,283.45,0.15
2024-08-14 19:47:39.604073,CUST0020,USA,Razer DeathAdder V2,Mouse,8,71.13,36.57,0.15
2024-08-20 19:47:39.604073,CUST0096,Germany,WD Black SN850 2TB SSD,Storage,2,201.0,121.03,0.05
2025-07-26 19:47:39.604073,CUST0492,Brazil,Logitech G Pro Superlight,Mouse,6,171.3,152.39,0.2
2025-04-16 19:47:39.604073,CUST0391,Australia,NVIDIA RTX 4070 Ti,GPU,9,680.13,521.23,0.05
2025-05-31 19:47:39.604073,CUST0349,Germany,Corsair Vengeance 16GB DDR4,RAM,6,65.63,34.88,0.05
2024-10-30 19:47:39.604073,CUST0091,France,EVGA SuperNOVA 750 G6 PSU,Power Supply,5,91.48,81.78,0.05
2025-07-25 19:47:39.604073,CUST0264,,EVGA SuperNOVA 750 G6 PSU,Power Supply,6,104.15,84.28,0.0
2024-07-20 19:47:39.604073,CUST0361,India,Samsung 970 EVO 1TB SSD,Storage,1,89.34,58.74,0.1
2024-09-09 19:47:39.604073,CUST0489,Brazil ,G.Skill Trident Z 32GB DDR5,RAM,9,161.6,89.44,0.15
2024-04-10 19:47:39.604073,CUST0345,USA,Razer Huntsman Elite,Keyboard,4,179.32,151.46,0.0
2023-12-08 19:47:39.604073,CUST0184,Australia,NVIDIA RTX 4070 Ti,GPU,6,959.63,534.95,0.05
2024-11-04 19:47:39.604073,CUST0387,France,AMD Ryzen 7 5800X,CPU,1,296.6,217.06,0.15
2024-09-04 19:47:39.604073,CUST0294,Canada,Logitech G915 Keyboard,Keyboard,3,226.52,151.87,0.05
2024-07-11 19:47:39.604073,CUST0499,UK,Samsung 970 EVO 1TB SSD,Storage,9,86.59,77.28,0.2
2023-09-03 19:47:39.604073,CUST0420,France,ASUS ROG Strix Z690-F,Motherboard,9,329.97,236.72,0.1
2023-12-10 19:47:39.604073,CUST0466,USA,Logitech G Pro Superlight,Mouse,7,163.26,135.87,0.2
2024-06-26 19:47:39.604073,CUST0108,Brazil,WD Black SN850 2TB SSD,Storage,3,163.11,99.28,0.15
2024-11-16 19:47:39.604073,CUST0248,USA,AMD Radeon RX 7900 XT,GPU,7,758.45,379.64,0.0
2025-06-30 19:47:39.604073,CUST0066,India,Corsair Vengeance 16GB DDR4,RAM,3,78.99,68.87,0.1
2025-01-04 19:47:39.604073,CUST0387,UK,Seagate Barracuda 4TB HDD,Storage,5,112.75,65.67,0.15
2023-12-19 19:47:39.604073,CUST0360,Brazil,Corsair Vengeance 16GB DDR4,RAM,8,73.25,50.23,0.15
2025-07-11 19:47:39.604073,CUST0427,India ,NVIDIA RTX 4080,GPU,6,1292.5,1126.62,0.05
2023-11-17 19:47:39.604073,CUST0041,USA,ASUS ROG Strix Z690-F,Motherboard,3,338.46,286.15,0.1
2023-10-11 19:47:39.604073,CUST0318,Australia,AMD Radeon RX 7900 XT,GPU,2,779.55,504.09,0.05
2024-12-31 19:47:39.604073,CUST0221,Canada,NVIDIA RTX 4070 Ti,GPU,8,787.99,435.91,0.2
2023-12-23 19:47:39.604073,CUST0489,Australia,AMD Ryzen 7 5800X,CPU,3,322.84,259.31,0.1
2024-12-27 19:47:39.604073,CUST0062,UK,SteelSeries Arctis 7,Headset,6,172.67,123.8,0.2
2024-05-20 19:47:39.604073,CUST0033,USA,NVIDIA RTX 4070 Ti,GPU,7,942.5,740.66,0.0
2025-04-09 19:47:39.604073,CUST0040,France,NVIDIA RTX 4080,GPU,8,1071.15,564.87,0.15
2025-05-31 19:47:39.604073,CUST0306,Canada,Intel Core i9-13900K,CPU,1,629.61,452.01,0.1
2024-09-12 19:47:39.604073,CUST0111,Canada,Logitech G Pro Superlight,Mouse,9,134.08,90.42,0.15
2023-12-05 19:47:39.604073,CUST0285,France,HyperX Cloud II,Headset,1,95.71,76.91,0.2
2025-03-26 19:47:39.604073,CUST0282,,Seagate Barracuda 4TB HDD,Storage,3,112.45,59.73,0.2
2025-01-20 19:47:39.604073,CUST0068,Germany,AMD Radeon RX 7900 XT,GPU,6,1033.43,715.32,0.0
2024-02-12 19:47:39.604073,CUST0410,Canada,Dell Ultrasharp 27 Monitor,Monitor,3,521.17,425.12,0.0
2025-06-23 19:47:39.604073,CUST0405,UK,MSI B550 Tomahawk,Motherboard,4,201.27,154.55,0.2
2024-05-18 19:47:39.604073,CUST0323,Brazil,EVGA SuperNOVA 750 G6 PSU,Power Supply,4,106.37,88.37,0.2
2024-01-06 19:47:39.604073,CUST0413,USA,Logitech G Pro Superlight,Mouse,3,156.56,91.62,0.2
2024-11-30 19:47:39.604073,CUST0076,India,HyperX Cloud II,Headset,4,111.25,94.79,0.1
2025-04-09 19:47:39.604073,CUST0266,Canada,Seagate Barracuda 4TB HDD,Storage,9,85.17,59.09,0.15
2024-05-08 19:47:39.604073,CUST0241,USA,Corsair RM850x PSU,Power Supply,1,133.82,97.32,0.15
2025-02-07 19:47:39.604073,CUST0163,Australia,MSI B550 Tomahawk,Motherboard,9,213.16,154.71,0.1
2024-06-19 19:47:39.604073,CUST0053,Brazil,,Keyboard,9,258.86,224.27,0.05
2024-06-30 19:47:39.604073,CUST0067,Australia,NVIDIA RTX 4070 Ti,GPU,7,827.98,679.73,0.05
2024-11-27 19:47:39.604073,CUST0128,France,Corsair RM850x PSU,Power Supply,7,118.62,103.0,0.0
2024-02-05 19:47:39.604073,CUST0190,Germany,Logitech G915 Keyboard,Keyboard,9,297.56,224.64,0.0
2025-07-31 19:47:39.604073,CUST0050,Germany,HyperX Cloud II,Headset,7,96.38,55.08,0.0
2023-12-09 19:47:39.604073,CUST0402,Germany,Corsair RM850x PSU,Power Supply,6,107.87,68.95,0.15
2025-03-11 19:47:39.604073,CUST0067,Australia,Logitech G Pro Superlight,Mouse,2,158.05,132.0,0.2
2024-11-12 19:47:39.604073,CUST0193,Canada,Seagate Barracuda 4TB HDD,Storage,ten,107.17,91.82,0.1
2024-03-30 19:47:39.604073,CUST0034,UK,Samsung 970 EVO 1TB SSD,Storage,6,83.56,57.28,0.2
2024-08-25 19:47:39.604073,CUST0413,France,AMD Ryzen 7 5800X,CPU,3,343.99,219.12,0.0
2023-10-29 19:47:39.604073,CUST0276,USA,Corsair RM850x PSU,Power Supply,3,137.0,95.31,0.05
2024-08-19 19:47:39.604073,CUST0471,UK,ASUS ROG Strix Z690-F,Motherboard,2,415.02,249.91,0.05
2024-10-18 19:47:39.604073,CUST0182,India,Dell Ultrasharp 27 Monitor,Monitor,1,474.95,303.39,0.15
2024-12-11 19:47:39.604073,CUST0398,UK,Corsair RM850x PSU,Power Supply,6,127.67,111.83,0.05
2025-08-14 19:47:39.604073,CUST0208,USA,Corsair RM850x PSU,Power Supply,6,150.05,89.05,0.0
2024-12-18 19:47:39.604073,CUST0436,France,Razer Huntsman Elite,Keyboard,5,217.21,138.38,0.0
2024-10-12 19:47:39.604073,CUST0339,USA,NVIDIA RTX 4070 Ti,GPU,7,649.95,350.79,0.05
2025-06-06 19:47:39.604073,CUST0337,Canada,Logitech G Pro Superlight,Mouse,3,121.02,61.64,0.2
2024-02-27 19:47:39.604073,CUST0014,UK,ASUS ROG Strix Z690-F,Motherboard,4,425.59,345.57,0.2
2025-05-30 19:47:39.604073,CUST0075,Brazil,Samsung 970 EVO 1TB SSD,Storage,9,93.38,71.65,0.15
2024-02-28 19:47:39.604073,CUST0088,Brazil,Logitech G Pro Superlight,Mouse,2,120.75,89.69,0.05
2024-10-29 19:47:39.604073,CUST0387,USA,Corsair RM850x PSU,Power Supply,9,124.83,91.64,0.05
2024-04-07 19:47:39.604073,CUST0196,Brazil,Razer DeathAdder V2,Mouse,5,62.69,33.48,0.2
2025-07-13 19:47:39.604073,CUST0391,Brazil,SteelSeries Arctis 7,Headset,6,162.62,130.22,0.0
2025-07-09 19:47:39.604073,CUST0158,Canada,Razer DeathAdder V2,Mouse,6,62.17,32.81,0.05
2024-11-27 19:47:39.604073,CUST0461,UK,WD Black SN850 2TB SSD,Storage,2,219.7,152.39,0.05
2024-11-05 19:47:39.604073,CUST0181,India,SteelSeries Arctis 7,Headset,8,140.22,118.45,0.0
2024-12-25 19:47:39.604073,CUST0488,Brazil,Corsair RM850x PSU,Power Supply,4,141.61,94.41,0.15
2023-12-20 19:47:39.604073,CUST0151,Australia,HyperX Cloud II,Headset,9,108.5,61.95,0.2
2024-12-16 19:47:39.604073,CUST0302,Australia,MSI B550 Tomahawk,Motherboard,2,156.71,117.72,0.1
2024-07-16 19:47:39.604073,CUST0277,India,SteelSeries Arctis 7,Headset,7,170.19,110.69,0.15
2025-04-18 19:47:39.604073,CUST0267,Australia,Seagate Barracuda 4TB HDD,Storage,6,81.72,40.94,0.15
2024-03-04 19:47:39.604073,CUST0232,Brazil,G.Skill Trident Z 32GB DDR5,RAM,2,181.13,102.93,0.1
2024-01-04 19:47:39.604073,CUST0118,Australia,AMD Ryzen 7 5800X,CPU,8,327.86,244.3,0.0
2024-08-17 19:47:39.604073,CUST0271,UK,Corsair RM850x PSU,Power Supply,8,117.37,96.2,0.0
2025-03-15 19:47:39.604073,CUST0045,Australia,NVIDIA RTX 4080,GPU,2,1178.06,1033.86,0.15
2024-06-26 19:47:39.604073,CUST0192,Australia,HyperX Cloud II,Headset,4,86.32,75.75,0.0
2024-10-01 19:47:39.604073,CUST0049,Germany,Corsair RM850x PSU,Power Supply,2,136.58,111.34,0.2
2024-10-05 19:47:39.604073,CUST0364,USA,Corsair Vengeance 16GB DDR4,RAM,3,80.02,40.22,0.05
2023-10-01 19:47:39.604073,CUST0258,Brazil ,NVIDIA RTX 4080,GPU,6,1032.11,880.33,0.1
2024-06-16 19:47:39.604073,CUST0415,Australia,AMD Ryzen 7 5800X,CPU,4,377.27,323.79,0.05
2025-01-19 19:47:39.604073,CUST0344,Australia,ASUS ROG Strix Z690-F,Motherboard,4,348.25,191.59,0.2
2025-06-05 19:47:39.604073,CUST0273,India,WD Black SN850 2TB SSD,Storage,7,190.67,130.48,0.1
2025-03-05 19:47:39.604073,CUST0041,USA,Corsair Vengeance 16GB DDR4,RAM,1,75.24,66.77,0.1
2025-02-10 19:47:39.604073,CUST0105,UK,Intel Core i9-13900K,CPU,3,552.38,402.49,0.1
2025-02-15 19:47:39.604073,CUST0085,USA ,NVIDIA RTX 4070 Ti,GPU,5,695.67,610.4,0.05
2023-12-17 19:47:39.604073,CUST0050,USA,Razer DeathAdder V2,Mouse,3,63.57,49.55,0.15
2024-03-25 19:47:39.604073,CUST0125,France,HyperX Cloud II,Headset,7,102.78,84.15,0.15
2024-06-19 19:47:39.604073,CUST0102,France ,ASUS TUF Gaming 32 Monitor,Monitor,8,288.49,192.58,0.1
2024-01-03 19:47:39.604073,CUST0440,Canada,SteelSeries Arctis 7,Headset,4,174.39,105.24,0.0
2024-03-23 19:47:39.604073,CUST0421,Canada,AMD Ryzen 7 5800X,CPU,1,410.95,304.93,0.0
2023-12-10 19:47:39.604073,CUST0500,Germany,G.Skill Trident Z 32GB DDR5,RAM,7,183.43,103.6,0.2
2024-07-14 19:47:39.604073,CUST0044,USA,Razer DeathAdder V2,Mouse,7,66.53,37.07,0.1
2025-03-11 19:47:39.604073,CUST0154,Canada,MSI B550 Tomahawk,Motherboard,8,177.73,95.04,0.2
2024-02-19 19:47:39.604073,CUST0144,Germany,NVIDIA RTX 4070 Ti,GPU,ten,778.73,649.99,0.1
2024-06-02 19:47:39.604073,CUST0439,Australia,G.Skill Trident Z 32GB DDR5,RAM,2,171.33,98.22,0.1
2024-08-29 19:47:39.604073,CUST0116,France,Samsung 970 EVO 1TB SSD,Storage,5,101.7,57.71,0.05
2024-06-04 19:47:39.604073,CUST0290,India,ASUS TUF Gaming 32 Monitor,Monitor,9,394.65,253.16,0.05
2023-09-18 19:47:39.604073,CUST0214,India,,RAM,5,88.64,63.1,0.05
2023-11-19 19:47:39.604073,CUST0402,France,SteelSeries Arctis 7,Headset,9,132.26,86.19,0.2
2024-06-27 19:47:39.604073,CUST0338,UK,NVIDIA RTX 4070 Ti,GPU,5,784.53,697.2,0.15
2024-08-16 19:47:39.604073,CUST0312,Canada,HyperX Cloud II,Headset,9,??,81.99,0.15
2024-05-21 19:47:39.604073,CUST0285,UK,Intel Core i9-13900K,CPU,2,630.51,419.42,0.0
2024-08-08 19:47:39.604073,CUST0459,Brazil ,WD Black SN850 2TB SSD,Storage,1,226.88,138.76,0.1
2025-01-09 19:47:39.604073,CUST0144,Canada,,GPU,1,914.48,772.62,0.1
2023-10-26 19:47:39.604073,CUST0350,,ASUS TUF Gaming 32 Monitor,Monitor,5,416.16,353.93,0.0
2024-01-16 19:47:39.604073,CUST0416,India,WD Black SN850 2TB SSD,Storage,9,232.53,177.23,0.0
2023-10-06 19:47:39.604073,CUST0183,USA,Dell Ultrasharp 27 Monitor,Monitor,3,517.06,385.53,0.1
2025-01-15 19:47:39.604073,CUST0101,India,ASUS TUF Gaming 32 Monitor,Monitor,9,417.2,210.93,0.05
2025-08-18 19:47:39.604073,CUST0419,India,Intel Core i9-13900K,CPU,8,652.11,486.63,0.0
2023-10-14 19:47:39.604073,CUST0132,Brazil,Corsair RM850x PSU,Power Supply,3,124.53,81.21,0.05
2023-10-27 19:47:39.604073,CUST0299,Brazil,Seagate Barracuda 4TB HDD,Storage,7,97.6,81.73,0.05
2024-05-09 19:47:39.604073,CUST0059,Brazil,NVIDIA RTX 4070 Ti,GPU,9,826.58,727.97,0.2
2025-05-31 19:47:39.604073,CUST0064,Canada,Razer Huntsman Elite,Keyboard,3,239.8,176.74,0.0
2025-05-16 19:47:39.604073,CUST0434,France,G.Skill Trident Z 32GB DDR5,RAM,9,176.7,148.48,0.05
2024-01-01 19:47:39.604073,CUST0186,France,WD Black SN850 2TB SSD,Storage,1,203.96,171.01,0.2
2025-07-10 19:47:39.604073,CUST0241,Canada,Logitech G Pro Superlight,Mouse,5,127.41,64.58,0.15
2025-07-15 19:47:39.604073,CUST0025,,Intel Core i9-13900K,CPU,1,612.4,402.17,0.0
2024-01-11 19:47:39.604073,CUST0248,France,Corsair RM850x PSU,Power Supply,3,126.47,70.32,0.05
2025-07-15 19:47:39.604073,CUST0149,Germany,Razer Huntsman Elite,Keyboard,2,236.02,180.66,0.0
2025-04-11 19:47:39.604073,CUST0454,India,Corsair RM850x PSU,Power Supply,4,147.37,76.03,0.0
2025-08-23 19:47:39.604073,CUST0374,USA,Razer DeathAdder V2,Mouse,6,68.65,52.76,0.1
2024-05-14 19:47:39.604073,CUST0277,France,Seagate Barracuda 4TB HDD,Storage,3,115.87,78.14,0.0
2023-09-12 19:47:39.604073,CUST0381,France,G.Skill Trident Z 32GB DDR5,RAM,8,221.52,123.75,0.1
2024-05-22 19:47:39.604073,CUST0128,USA,HyperX Cloud II,Headset,1,112.25,98.88,0.05
2023-08-28 19:47:39.604073,CUST0350,Australia,Intel Core i9-13900K,CPU,6,613.91,544.88,0.2
2024-07-01 19:47:39.604073,CUST0040,India,,RAM,2,199.87,149.95,0.2
2025-08-01 19:47:39.604073,CUST0063,France,Razer DeathAdder V2,Mouse,9,66.69,48.08,0.05
2025-04-19 19:47:39.604073,CUST0081,France,AMD Ryzen 7 5800X,CPU,2,315.82,178.49,0.15
2025-03-03 19:47:39.604073,CUST0441,France,WD Black SN850 2TB SSD,Storage,ten,224.66,195.84,0.0
2024-09-02 19:47:39.604073,CUST0068,India,EVGA SuperNOVA 750 G6 PSU,Power Supply,2,131.42,94.34,0.0
2025-01-28 19:47:39.604073,CUST0039,Australia,NVIDIA RTX 4070 Ti,GPU,5,794.01,658.18,0.15
2025-06-06 19:47:39.604073,CUST0041,France,WD Black SN850 2TB SSD,Storage,4,176.99,117.38,0.2
2024-05-29 19:47:39.604073,CUST0412,UK,AMD Radeon RX 7900 XT,GPU,9,892.56,481.07,0.2
2024-07-07 19:47:39.604073,CUST0472,Canada,AMD Radeon RX 7900 XT,GPU,9,1001.82,787.43,0.15
2025-04-20 19:47:39.604073,CUST0460,USA,Razer Huntsman Elite,Keyboard,4,188.9,133.38,0.05
2025-07-01 19:47:39.604073,CUST0153,,G.Skill Trident Z 32GB DDR5,RAM,ten,225.72,132.98,0.0
2025-07-27 19:47:39.604073,CUST0483,,AMD Radeon RX 7900 XT,GPU,1,1053.96,937.28,0.0
2024-06-27 19:47:39.604073,CUST0147,UK ,G.Skill Trident Z 32GB DDR5,RAM,2,174.63,130.21,0.1
2025-06-02 19:47:39.604073,CUST0185,Canada,ASUS TUF Gaming 32 Monitor,Monitor,1,379.01,308.21,0.15
2024-10-25 19:47:39.604073,CUST0105,France,Razer Huntsman Elite,Keyboard,7,197.75,176.11,0.1
2025-07-20 19:47:39.604073,CUST0077,France,Corsair Vengeance 16GB DDR4,RAM,9,67.44,54.97,0.0
2023-11-30 19:47:39.604073,CUST0366,Canada,SteelSeries Arctis 7,Headset,2,159.34,102.38,0.15
2024-02-09 19:47:39.604073,CUST0124,Brazil,Intel Core i9-13900K,CPU,7,509.15,307.79,0.2
2025-04-15 19:47:39.604073,CUST0025,Canada,Logitech G915 Keyboard,Keyboard,6,246.36,133.44,0.05
2023-12-04 19:47:39.604073,CUST0179,Germany,G.Skill Trident Z 32GB DDR5,RAM,ten,160.54,84.73,0.2
2025-03-03 19:47:39.604073,CUST0280,,Logitech G915 Keyboard,Keyboard,7,214.22,172.58,0.05
2024-09-17 19:47:39.604073,CUST0005,Germany,,GPU,7,1132.31,965.47,0.05
2024-03-20 19:47:39.604073,CUST0449,India,Intel Core i9-13900K,CPU,3,506.6,309.23,0.05
2024-02-27 19:47:39.604073,CUST0435,USA,Seagate Barracuda 4TB HDD,Storage,6,87.34,49.84,0.15
2024-07-16 19:47:39.604073,CUST0005,,Seagate Barracuda 4TB HDD,Storage,2,83.79,63.09,0.2
2025-03-18 19:47:39.604073,CUST0374,USA,SteelSeries Arctis 7,Headset,7,170.49,101.85,0.15
2025-02-04 19:47:39.604073,CUST0444,Australia,NVIDIA RTX 4070 Ti,GPU,2,776.22,420.96,0.0
2025-01-11 19:47:39.604073,CUST0223,USA,G.Skill Trident Z 32GB DDR5,RAM,7,174.94,138.71,0.05
2025-05-26 19:47:39.604073,CUST0479,USA ,WD Black SN850 2TB SSD,Storage,7,224.98,119.89,0.0
2025-05-29 19:47:39.604073,CUST0293,Australia,NVIDIA RTX 4080,GPU,5,1429.2,805.56,0.2
2023-11-03 19:47:39.604073,CUST0389,UK,Razer DeathAdder V2,Mouse,8,59.22,34.83,0.15
2025-06-23 19:47:39.604073,CUST0352,,ASUS ROG Strix Z690-F,Motherboard,4,410.39,233.3,0.2
2024-03-01 19:47:39.604073,CUST0111,Australia,G.Skill Trident Z 32GB DDR5,RAM,8,236.45,132.0,0.15
2024-09-18 19:47:39.604073,CUST0380,Brazil,EVGA SuperNOVA 750 G6 PSU,Power Supply,4,125.51,84.1,0.2
2023-12-28 19:47:39.604073,CUST0475,UK,NVIDIA RTX 4080,GPU,6,1258.91,717.38,0.05
2024-11-12 19:47:39.604073,CUST0393,Australia,Samsung 970 EVO 1TB SSD,Storage,1,96.76,82.05,0.15
2024-10-23 19:47:39.604073,CUST0228,UK,MSI B550 Tomahawk,Motherboard,2,215.08,113.45,0.15
2023-10-23 19:47:39.604073,CUST0077,Germany,Razer Huntsman Elite,Keyboard,2,222.49,170.51,0.15
2024-12-12 19:47:39.604073,CUST0190,Australia,HyperX Cloud II,Headset,5,90.65,69.79,0.1
2025-01-01 19:47:39.604073,CUST0300,Brazil,Razer Huntsman Elite,Keyboard,3,239.2,152.29,0.1
2025-04-26 19:47:39.604073,CUST0364,Germany,Samsung 970 EVO 1TB SSD,Storage,4,101.55,84.46,0.1
2024-12-10 19:47:39.604073,CUST0211,Germany,HyperX Cloud II,Headset,6,92.22,76.78,0.0
2024-10-10 19:47:39.604073,CUST0373,,,Storage,ten,229.93,186.28,0.05
2023-12-29 19:47:39.604073,CUST0424,,Samsung 970 EVO 1TB SSD,Storage,6,72.61,42.74,0.1
2025-05-04 19:47:39.604073,CUST0021,Australia,Seagate Barracuda 4TB HDD,Storage,5,80.12,68.31,0.05
2024-10-14 19:47:39.604073,CUST0446,France,AMD Ryzen 7 5800X,CPU,8,290.17,222.51,0.1
2024-03-31 19:47:39.604073,CUST0422,Germany,ASUS ROG Strix Z690-F,Motherboard,6,356.22,301.13,0.05
2025-05-20 19:47:39.604073,CUST0406,France,SteelSeries Arctis 7,Headset,2,154.76,110.27,0.05
2024-01-20 19:47:39.604073,CUST0352,India,Corsair Vengeance 16GB DDR4,RAM,5,95.39,54.32,0.2
2024-09-22 19:47:39.604073,CUST0352,Australia,NVIDIA RTX 4070 Ti,GPU,1,817.87,720.31,0.15
2024-11-23 19:47:39.604073,CUST0316,USA,WD Black SN850 2TB SSD,Storage,2,209.47,153.61,0.05
2025-02-20 19:47:39.604073,CUST0151,USA,Corsair Vengeance 16GB DDR4,RAM,7,80.91,44.81,0.15
2025-01-07 19:47:39.604073,CUST0496,Germany,,RAM,8,177.46,96.05,0.2
2025-04-29 19:47:39.604073,CUST0492,Germany,Logitech G915 Keyboard,Keyboard,7,273.71,169.86,0.1
2025-06-05 19:47:39.604073,CUST0481,USA,G.Skill Trident Z 32GB DDR5,RAM,4,??,177.15,0.05
2025-08-14 19:47:39.604073,CUST0118,Canada,MSI B550 Tomahawk,Motherboard,3,182.82,114.89,0.15
2023-11-15 19:47:39.604073,CUST0391,Germany,AMD Ryzen 7 5800X,CPU,1,317.01,264.53,0.1
2024-12-10 19:47:39.604073,CUST0022,India,G.Skill Trident Z 32GB DDR5,RAM,5,160.97,116.76,0.15
2025-03-15 19:47:39.604073,CUST0329,Australia,Razer DeathAdder V2,Mouse,2,60.8,32.42,0.2
2025-05-18 19:47:39.604073,CUST0383,Australia,ASUS TUF Gaming 32 Monitor,Monitor,4,349.85,284.52,0.1
2023-10-15 19:47:39.604073,CUST0278,UK,Razer DeathAdder V2,Mouse,7,71.13,38.83,0.0
2024-08-03 19:47:39.604073,CUST0254,Australia,,Mouse,9,123.92,67.47,0.05
2025-03-05 19:47:39.604073,CUST0098,USA,,Power Supply,2,109.99,96.17,0.1
2024-09-08 19:47:39.604073,CUST0495,Canada,ASUS TUF Gaming 32 Monitor,Monitor,9,352.38,186.98,0.1
2024-12-13 19:47:39.604073,CUST0490,France,Logitech G Pro Superlight,Mouse,7,172.44,86.52,0.0
2024-12-14 19:47:39.604073,CUST0095,Brazil,Samsung 970 EVO 1TB SSD,Storage,7,73.59,57.48,0.1
2024-11-06 19:47:39.604073,CUST0494,France,Samsung 970 EVO 1TB SSD,Storage,8,105.95,76.47,0.05
2024-04-06 19:47:39.604073,CUST0493,Germany,Logitech G Pro Superlight,Mouse,6,176.25,118.16,0.1
2023-09-16 19:47:39.604073,CUST0347,France ,Razer DeathAdder V2,Mouse,5,52.42,38.4,0.05
2025-01-08 19:47:39.604073,CUST0051,Brazil,ASUS ROG Strix Z690-F,Motherboard,4,457.98,284.57,0.05
2025-07-02 19:47:39.604073,CUST0168,Canada,Samsung 970 EVO 1TB SSD,Storage,2,83.91,64.12,0.0
2025-03-23 19:47:39.604073,CUST0320,Brazil,SteelSeries Arctis 7,Headset,3,126.16,72.04,0.0
2024-12-26 19:47:39.604073,CUST0069,France,Intel Core i9-13900K,CPU,5,540.52,327.45,0.05
2025-01-11 19:47:39.604073,CUST0085,Australia,ASUS TUF Gaming 32 Monitor,Monitor,9,359.01,228.29,0.05
2025-06-28 19:47:39.604073,CUST0340,Canada,NVIDIA RTX 4070 Ti,GPU,8,818.75,469.68,0.1
2025-08-06 19:47:39.604073,CUST0012,Brazil,Samsung 970 EVO 1TB SSD,Storage,4,86.73,76.52,0.05
2025-07-20 19:47:39.604073,CUST0457,Brazil,Dell Ultrasharp 27 Monitor,Monitor,8,474.1,249.87,0.0
2025-02-03 19:47:39.604073,CUST0288,Brazil,AMD Radeon RX 7900 XT,GPU,9,915.67,713.17,0.0
2024-03-28 19:47:39.604073,CUST0234,UK,Logitech G915 Keyboard,Keyboard,9,223.5,191.12,0.1
2024-02-21 19:47:39.604073,CUST0244,India,NVIDIA RTX 4080,GPU,6,1400.93,792.28,0.2
2025-04-14 19:47:39.604073,CUST0237,Brazil,NVIDIA RTX 4080,GPU,6,1411.94,1238.01,0.1
2025-02-04 19:47:39.604073,CUST0215,Brazil,AMD Radeon RX 7900 XT,GPU,4,944.44,602.8,0.05
