Date,Customer ID,Country,Product,Product Category,Units Sold,Product Price,Product Cost,Discount,Sale ID,Month,Year,Discount Revenue,Total Cost,Profit,Customer Type
3/30/2025,CUST0159,Germany,AMD Radeon RX 7900 XT,GPU,1,1048.06,525.96,0.05,954,March,2025,995.657,525.96,469.697,Business
1/10/2024,CUST0371,Brazil,Dell Ultrasharp 27 Monitor,Monitor,9,473.17,353.53,0.1,955,January,2024,3832.677,3181.77,650.907,Individual
12/13/2024,CUST0291,Australia,NVIDIA RTX 4070 Ti,GPU,2,728.46,457.42,0.05,956,December,2024,1384.074,914.84,469.234,Reseller
9/19/2023,CUST0027,Canada,EVGA SuperNOVA 750 G6 PSU,Power Supply,3,128.47,65.56,0.2,957,September,2023,308.328,196.68,111.648,Individual
6/15/2025,CUST0327,India,Corsair Vengeance 16GB DDR4,RAM,2,79.54,54.9,0.15,958,June,2025,135.218,109.8,25.418,Business
8/3/2025,CUST0377,UK,Corsair RM850x PSU,Power Supply,6,117.19,77.71,0.05,959,August,2025,667.983,466.26,201.723,Reseller
6/24/2025,CUST0472,India,Razer Huntsman Elite,Keyboard,5,179.12,94.02,0.15,960,June,2025,761.26,470.1,291.16,Business
9/29/2024,CUST0253,Australia,Samsung 970 EVO 1TB SSD,Storage,9,82.58,63.06,0.15,961,September,2024,631.737,567.54,64.197,Reseller
3/20/2024,CUST0391,Canada,WD Black SN850 2TB SSD,Storage,3,222.08,162.62,0,962,March,2024,666.24,487.86,178.38,Individual
5/4/2025,CUST0100,Canada,G.Skill Trident Z 32GB DDR5,RAM,7,208.87,156.77,0,963,May,2025,1462.09,1097.39,364.7,Business
6/5/2024,CUST0227,Germany,AMD Radeon RX 7900 XT,GPU,4,942.22,816.29,0.1,964,June,2024,3391.992,3265.16,126.832,Reseller
1/18/2025,CUST0421,Australia,MSI B550 Tomahawk,Motherboard,1,188.6,149,0,965,January,2025,188.6,149,39.6,Individual
7/12/2025,CUST0181,Brazil,AMD Ryzen 7 5800X,CPU,4,360.05,232.48,0.05,966,July,2025,1368.19,929.92,438.27,Reseller
1/23/2024,CUST0133,Australia,G.Skill Trident Z 32GB DDR5,RAM,3,162.95,90.2,0.1,967,January,2024,439.965,270.6,169.365,Individual
10/26/2023,CUST0474,Australia,NVIDIA RTX 4070 Ti,GPU,4,668.61,401.63,0.05,968,October,2023,2540.718,1606.52,934.198,Reseller
6/14/2025,CUST0022,UK,ASUS TUF Gaming 32 Monitor,Monitor,2,389.51,249.21,0.05,969,June,2025,740.069,498.42,241.649,Business
11/5/2024,CUST0181,Brazil,SteelSeries Arctis 7,Headset,8,140.22,118.45,0,970,November,2024,1121.76,947.6,174.16,Reseller
11/21/2023,CUST0064,Germany,AMD Radeon RX 7900 XT,GPU,6,972.2,501.36,0.15,971,November,2023,4958.22,3008.16,1950.06,Individual
9/20/2024,CUST0440,India,AMD Radeon RX 7900 XT,GPU,9,939.91,585.98,0.1,972,September,2024,7613.271,5273.82,2339.451,Reseller
7/2/2025,CUST0168,USA,Samsung 970 EVO 1TB SSD,Storage,2,83.91,64.12,0,973,July,2025,167.82,128.24,39.58,Business
12/25/2024,CUST0488,France,Corsair RM850x PSU,Power Supply,4,141.61,94.41,0.15,974,December,2024,481.474,377.64,103.834,Business
9/3/2024,CUST0271,India,G.Skill Trident Z 32GB DDR5,RAM,6,203.92,133.55,0.15,975,September,2024,1039.992,801.3,238.692,Individual
9/11/2024,CUST0442,UK,Corsair RM850x PSU,Power Supply,6,119.29,74,0.15,976,September,2024,608.379,444,164.379,Business
3/23/2025,CUST0320,UK,SteelSeries Arctis 7,Headset,3,126.16,72.04,0,977,March,2025,378.48,216.12,162.36,Individual
12/12/2023,CUST0439,Australia,ASUS TUF Gaming 32 Monitor,Monitor,8,317.13,211.99,0,978,December,2023,2537.04,1695.92,841.12,Reseller
12/26/2024,CUST0069,India,Intel Core i9-13900K,CPU,5,540.52,327.45,0.05,979,December,2024,2567.47,1637.25,930.22,Individual
1/31/2025,CUST0212,India,NVIDIA RTX 4080,GPU,5,855.56,586.57,0.2,980,January,2025,3422.24,2932.85,489.39,Reseller
1/11/2025,CUST0085,Canada,ASUS TUF Gaming 32 Monitor,Monitor,9,359.01,228.29,0.05,981,January,2025,3069.5355,2054.61,1014.9255,Individual
6/9/2024,CUST0328,Canada,G.Skill Trident Z 32GB DDR5,RAM,1,181.48,113.86,0.1,982,June,2024,163.332,113.86,49.472,Reseller
11/23/2023,CUST0283,USA,Razer Huntsman Elite,Keyboard,3,233.37,168.96,0.2,983,November,2023,560.088,506.88,53.208,Business
6/28/2025,CUST0340,India,NVIDIA RTX 4070 Ti,GPU,8,818.75,469.68,0.1,984,June,2025,5895,3757.44,2137.56,Reseller
8/31/2024,CUST0200,UK,NVIDIA RTX 4070 Ti,GPU,4,935.89,488.97,0,985,August,2024,3743.56,1955.88,1787.68,Individual
10/28/2023,CUST0262,France,Razer Huntsman Elite,Keyboard,2,222.87,186.32,0.1,986,October,2023,401.166,372.64,28.526,Business
4/2/2024,CUST0003,France,SteelSeries Arctis 7,Headset,8,122.48,75.69,0.05,987,April,2024,930.848,605.52,325.328,Reseller
8/6/2025,CUST0012,USA,Samsung 970 EVO 1TB SSD,Storage,4,86.73,76.52,0.05,988,August,2025,329.574,306.08,23.494,Business
8/25/2024,CUST0362,India,NVIDIA RTX 4080,GPU,5,1194.6,892.69,0,989,August,2024,5973,4463.45,1509.55,Business
7/20/2025,CUST0457,USA,Dell Ultrasharp 27 Monitor,Monitor,8,474.1,249.87,0,990,July,2025,3792.8,1998.96,1793.84,Individual
8/19/2024,CUST0345,Brazil,NVIDIA RTX 4080,GPU,5,1162.85,974.8,0.1,991,August,2024,5232.825,4874,358.825,Reseller
11/25/2023,CUST0345,Brazil,Corsair RM850x PSU,Power Supply,8,134.38,108.22,0.1,992,November,2023,967.536,865.76,101.776,Reseller
12/20/2023,CUST0151,France,HyperX Cloud II,Headset,9,108.5,61.95,0.2,993,December,2023,781.2,557.55,223.65,Reseller
2/24/2025,CUST0365,Canada,Intel Core i9-13900K,CPU,6,709.11,481.94,0,994,February,2025,4254.66,2891.64,1363.02,Reseller
12/16/2024,CUST0302,Germany,MSI B550 Tomahawk,Motherboard,2,156.71,117.72,0.1,995,December,2024,282.078,235.44,46.638,Business
1/31/2024,CUST0271,India,Corsair Vengeance 16GB DDR4,RAM,9,71.89,61.94,0.05,996,January,2024,614.6595,557.46,57.1995,Individual
5/30/2024,CUST0101,UK,AMD Radeon RX 7900 XT,GPU,3,857.65,517.86,0.2,997,May,2024,2058.36,1553.58,504.78,Individual
7/16/2024,CUST0277,Germany,SteelSeries Arctis 7,Headset,7,170.19,110.69,0.15,998,July,2024,1012.6305,774.83,237.8005,Individual
3/10/2024,CUST0147,Brazil,HyperX Cloud II,Headset,4,86.01,56.72,0,999,March,2024,344.04,226.88,117.16,Individual
4/18/2025,CUST0267,India,Seagate Barracuda 4TB HDD,Storage,6,81.72,40.94,0.15,1000,April,2025,416.772,245.64,171.132,Business
9/19/2023,CUST0160,Germany,Intel Core i9-13900K,CPU,1,488.69,318.06,0.2,1001,September,2023,390.952,318.06,72.892,Reseller
3/4/2024,CUST0232,France,G.Skill Trident Z 32GB DDR5,RAM,2,181.13,102.93,0.1,1002,March,2024,326.034,205.86,120.174,Reseller
7/26/2025,CUST0187,India,HyperX Cloud II,Headset,6,115.13,58.89,0,1003,July,2025,690.78,353.34,337.44,Business
2/3/2025,CUST0288,USA,AMD Radeon RX 7900 XT,GPU,9,915.67,713.17,0,1004,February,2025,8241.03,6418.53,1822.5,Business
1/4/2024,CUST0118,USA,AMD Ryzen 7 5800X,CPU,8,327.86,244.3,0,1005,January,2024,2622.88,1954.4,668.48,Business
5/6/2024,CUST0324,Canada,Dell Ultrasharp 27 Monitor,Monitor,5,367.38,231.67,0.05,1006,May,2024,1745.055,1158.35,586.705,Individual
3/28/2024,CUST0234,France,Logitech G915 Keyboard,Keyboard,9,223.5,191.12,0.1,1007,March,2024,1810.35,1720.08,90.27,Reseller
8/17/2024,CUST0271,India,Corsair RM850x PSU,Power Supply,8,117.37,96.2,0,1008,August,2024,938.96,769.6,169.36,Individual
4/12/2025,CUST0212,India,ASUS ROG Strix Z690-F,Motherboard,7,454.92,276.69,0.05,1009,April,2025,3025.218,1936.83,1088.388,Reseller
3/6/2025,CUST0045,USA,HyperX Cloud II,Headset,4,86.74,56.08,0,1010,March,2025,346.96,224.32,122.64,Business
3/15/2025,CUST0045,USA,NVIDIA RTX 4080,GPU,2,1178.06,1033.86,0.15,1011,March,2025,2002.702,2067.72,-65.018,Business
2/21/2024,CUST0244,Australia,NVIDIA RTX 4080,GPU,6,1400.93,792.28,0.2,1012,February,2024,6724.464,4753.68,1970.784,Individual
4/1/2025,CUST0045,USA,Dell Ultrasharp 27 Monitor,Monitor,9,531.99,368.68,0.15,1013,April,2025,4069.7235,3318.12,751.6035,Business
6/26/2024,CUST0192,Australia,HyperX Cloud II,Headset,4,86.32,75.75,0,1015,June,2024,345.28,303,42.28,Reseller
12/27/2024,CUST0210,Australia,G.Skill Trident Z 32GB DDR5,RAM,4,195.74,126.8,0.2,1016,December,2024,626.368,507.2,119.168,Individual
4/14/2025,CUST0237,Canada,NVIDIA RTX 4080,GPU,6,1411.94,1238.01,0.1,1017,April,2025,7624.476,7428.06,196.416,Individual
10/1/2024,CUST0049,France,Corsair RM850x PSU,Power Supply,2,136.58,111.34,0.2,1018,October,2024,218.528,222.68,-4.152,Individual
1/18/2025,CUST0004,USA,Seagate Barracuda 4TB HDD,Storage,5,89.12,77.31,0,1019,January,2025,445.6,386.55,59.05,Individual
10/1/2023,CUST0047,UK,EVGA SuperNOVA 750 G6 PSU,Power Supply,6,120.02,62.36,0.2,1020,October,2023,576.096,374.16,201.936,Reseller
2/4/2025,CUST0215,Australia,AMD Radeon RX 7900 XT,GPU,4,944.44,602.8,0.05,1021,February,2025,3588.872,2411.2,1177.672,Reseller
10/5/2024,CUST0364,UK,Corsair Vengeance 16GB DDR4,RAM,3,80.02,40.22,0.05,1022,October,2024,228.057,120.66,107.397,Individual
10/18/2024,CUST0060,UK,HyperX Cloud II,Headset,2,101.26,74.66,0.1,1023,October,2024,182.268,149.32,32.948,Individual
10/1/2023,CUST0258,India,NVIDIA RTX 4080,GPU,6,1032.11,880.33,0.1,1024,October,2023,5573.394,5281.98,291.414,Business
1/14/2024,CUST0256,Germany,Logitech G Pro Superlight,Mouse,1,174.91,139.85,0.05,1025,January,2024,166.1645,139.85,26.3145,Business
12/21/2023,CUST0186,Australia,ASUS TUF Gaming 32 Monitor,Monitor,5,311.15,220.57,0.15,1026,December,2023,1322.3875,1102.85,219.5375,Business
2/22/2025,CUST0326,Canada,Corsair RM850x PSU,Power Supply,4,142.81,78.8,0,1027,February,2025,571.24,315.2,256.04,Individual
8/2/2024,CUST0360,UK,EVGA SuperNOVA 750 G6 PSU,Power Supply,7,114.67,65.92,0.15,1028,August,2024,682.2865,461.44,220.8465,Reseller
9/4/2024,CUST0388,India,Dell Ultrasharp 27 Monitor,Monitor,4,397.79,287.91,0.05,1029,September,2024,1511.602,1151.64,359.962,Individual
3/7/2025,CUST0171,USA,ASUS TUF Gaming 32 Monitor,Monitor,8,394.78,311.64,0.15,1030,March,2025,2684.504,2493.12,191.384,Reseller
5/25/2025,CUST0192,Australia,ASUS ROG Strix Z690-F,Motherboard,9,462.6,356.91,0.2,1031,May,2025,3330.72,3212.19,118.53,Reseller
6/16/2024,CUST0415,Canada,AMD Ryzen 7 5800X,CPU,4,377.27,323.79,0.05,1032,June,2024,1433.626,1295.16,138.466,Business
7/23/2024,CUST0375,France,EVGA SuperNOVA 750 G6 PSU,Power Supply,2,109.54,62.4,0.1,1033,July,2024,197.172,124.8,72.372,Business
3/27/2025,CUST0173,Brazil,ASUS ROG Strix Z690-F,Motherboard,5,340.69,283.45,0.15,1034,March,2025,1447.9325,1417.25,30.6825,Reseller
1/19/2025,CUST0344,Canada,ASUS ROG Strix Z690-F,Motherboard,4,348.25,191.59,0.2,1035,January,2025,1114.4,766.36,348.04,Business
8/14/2024,CUST0020,USA,Razer DeathAdder V2,Mouse,8,71.13,36.57,0.15,1036,August,2024,483.684,292.56,191.124,Business
6/5/2025,CUST0273,USA,WD Black SN850 2TB SSD,Storage,7,190.67,130.48,0.1,1037,June,2025,1201.221,913.36,287.861,Reseller
8/20/2024,CUST0096,Australia,WD Black SN850 2TB SSD,Storage,2,201,121.03,0.05,1038,August,2024,381.9,242.06,139.84,Business
3/5/2025,CUST0041,USA,Corsair Vengeance 16GB DDR4,RAM,1,75.24,66.77,0.1,1039,March,2025,67.716,66.77,0.946,Reseller
7/26/2025,CUST0492,UK,Logitech G Pro Superlight,Mouse,6,171.3,152.39,0.2,1040,July,2025,822.24,914.34,-92.1,Individual
2/10/2025,CUST0105,USA,Intel Core i9-13900K,CPU,3,552.38,402.49,0.1,1041,February,2025,1491.426,1207.47,283.956,Business
4/16/2025,CUST0391,Canada,NVIDIA RTX 4070 Ti,GPU,9,680.13,521.23,0.05,1042,April,2025,5815.1115,4691.07,1124.0415,Individual
2/15/2025,CUST0085,Canada,NVIDIA RTX 4070 Ti,GPU,5,695.67,610.4,0.05,1043,February,2025,3304.4325,3052,252.4325,Individual
5/31/2025,CUST0349,Germany,Corsair Vengeance 16GB DDR4,RAM,6,65.63,34.88,0.05,1044,May,2025,374.091,209.28,164.811,Individual
12/17/2023,CUST0050,Canada,Razer DeathAdder V2,Mouse,3,63.57,49.55,0.15,1045,December,2023,162.1035,148.65,13.4535,Business
10/30/2024,CUST0091,Brazil,EVGA SuperNOVA 750 G6 PSU,Power Supply,5,91.48,81.78,0.05,1046,October,2024,434.53,408.9,25.63,Individual
9/7/2023,CUST0117,France,NVIDIA RTX 4070 Ti,GPU,9,692.92,501.55,0.2,1047,September,2023,4989.024,4513.95,475.074,Individual
7/25/2025,CUST0264,Germany,EVGA SuperNOVA 750 G6 PSU,Power Supply,6,104.15,84.28,0,1048,July,2025,624.9,505.68,119.22,Business
4/8/2025,CUST0399,USA,MSI B550 Tomahawk,Motherboard,7,149.13,96.04,0.05,1049,April,2025,991.7145,672.28,319.4345,Business
7/20/2024,CUST0361,Brazil,Samsung 970 EVO 1TB SSD,Storage,1,89.34,58.74,0.1,1050,July,2024,80.406,58.74,21.666,Business
8/25/2025,CUST0155,Brazil,Intel Core i9-13900K,CPU,8,716.62,606.71,0.15,1051,August,2025,4873.016,4853.68,19.336,Individual
9/9/2024,CUST0489,Brazil,G.Skill Trident Z 32GB DDR5,RAM,9,161.6,89.44,0.15,1052,September,2024,1236.24,804.96,431.28,Reseller
3/25/2024,CUST0125,Brazil,HyperX Cloud II,Headset,7,102.78,84.15,0.15,1053,March,2024,611.541,589.05,22.491,Individual
10/26/2024,CUST0295,Australia,WD Black SN850 2TB SSD,Storage,1,172.43,118.78,0.15,1054,October,2024,146.5655,118.78,27.7855,Individual
6/19/2024,CUST0102,France,ASUS TUF Gaming 32 Monitor,Monitor,8,288.49,192.58,0.1,1055,June,2024,2077.128,1540.64,536.488,Reseller
7/30/2025,CUST0313,Australia,G.Skill Trident Z 32GB DDR5,RAM,8,177.72,152.02,0.2,1056,July,2025,1137.408,1216.16,-78.752,Reseller
4/10/2024,CUST0345,Brazil,Razer Huntsman Elite,Keyboard,4,179.32,151.46,0,1057,April,2024,717.28,605.84,111.44,Reseller
1/3/2024,CUST0440,India,SteelSeries Arctis 7,Headset,4,174.39,105.24,0,1058,January,2024,697.56,420.96,276.6,Reseller
6/26/2024,CUST0376,France,Corsair Vengeance 16GB DDR4,RAM,8,73.05,65.43,0.1,1059,June,2024,525.96,523.44,2.52,Individual
12/8/2023,CUST0184,UK,NVIDIA RTX 4070 Ti,GPU,6,959.63,534.95,0.05,1060,December,2023,5469.891,3209.7,2260.191,Business
3/23/2024,CUST0421,Australia,AMD Ryzen 7 5800X,CPU,1,410.95,304.93,0,1061,March,2024,410.95,304.93,106.02,Individual
11/4/2024,CUST0387,India,AMD Ryzen 7 5800X,CPU,1,296.6,217.06,0.15,1062,November,2024,252.11,217.06,35.05,Reseller
6/1/2025,CUST0093,USA,ASUS TUF Gaming 32 Monitor,Monitor,5,296.35,155.14,0.15,1063,June,2025,1259.4875,775.7,483.7875,Reseller
12/10/2023,CUST0500,USA,G.Skill Trident Z 32GB DDR5,RAM,7,183.43,103.6,0.2,1064,December,2023,1027.208,725.2,302.008,Business
9/4/2024,CUST0294,UK,Logitech G915 Keyboard,Keyboard,3,226.52,151.87,0.05,1065,September,2024,645.582,455.61,189.972,Business
7/14/2024,CUST0044,Germany,Razer DeathAdder V2,Mouse,7,66.53,37.07,0.1,1066,July,2024,419.139,259.49,159.649,Business
9/18/2024,CUST0258,India,Logitech G915 Keyboard,Keyboard,9,247.67,191.17,0.1,1067,September,2024,2006.127,1720.53,285.597,Business
7/11/2024,CUST0499,USA,Samsung 970 EVO 1TB SSD,Storage,9,86.59,77.28,0.2,1068,July,2024,623.448,695.52,-72.072,Business
3/11/2025,CUST0154,Germany,MSI B550 Tomahawk,Motherboard,8,177.73,95.04,0.2,1069,March,2025,1137.472,760.32,377.152,Business
4/24/2024,CUST0253,Australia,AMD Ryzen 7 5800X,CPU,8,396.43,268.77,0.05,1070,April,2024,3012.868,2150.16,862.708,Reseller
2/19/2024,CUST0144,Canada,NVIDIA RTX 4070 Ti,GPU,10,778.73,649.99,0.1,1071,February,2024,7008.57,6499.9,508.67,Individual
7/29/2025,CUST0412,Brazil,NVIDIA RTX 4080,GPU,8,1133.8,869.26,0.2,1072,July,2025,7256.32,6954.08,302.24,Reseller
6/2/2024,CUST0439,Australia,G.Skill Trident Z 32GB DDR5,RAM,2,171.33,98.22,0.1,1073,June,2024,308.394,196.44,111.954,Reseller
12/5/2023,CUST0257,Canada,G.Skill Trident Z 32GB DDR5,RAM,10,168.92,112.85,0.15,1074,December,2023,1435.82,1128.5,307.32,Individual
8/29/2024,CUST0116,USA,Samsung 970 EVO 1TB SSD,Storage,5,101.7,57.71,0.05,1075,August,2024,483.075,288.55,194.525,Individual
9/3/2023,CUST0420,USA,ASUS ROG Strix Z690-F,Motherboard,9,329.97,236.72,0.1,1076,September,2023,2672.757,2130.48,542.277,Individual
11/24/2024,CUST0233,Brazil,HyperX Cloud II,Headset,3,85.84,47.18,0.15,1077,November,2024,218.892,141.54,77.352,Reseller
6/4/2024,CUST0290,Germany,ASUS TUF Gaming 32 Monitor,Monitor,9,394.65,253.16,0.05,1078,June,2024,3374.2575,2278.44,1095.8175,Individual
12/10/2023,CUST0466,Canada,Logitech G Pro Superlight,Mouse,7,163.26,135.87,0.2,1079,December,2023,914.256,951.09,-36.834,Individual
9/18/2023,CUST0214,USA,Corsair Vengeance 16GB DDR4,RAM,5,88.64,63.1,0.05,1080,September,2023,421.04,315.5,105.54,Individual
5/15/2024,CUST0173,Brazil,Dell Ultrasharp 27 Monitor,Monitor,9,404.66,213.21,0,1081,May,2024,3641.94,1918.89,1723.05,Reseller
11/19/2023,CUST0402,Brazil,SteelSeries Arctis 7,Headset,9,132.26,86.19,0.2,1082,November,2023,952.272,775.71,176.562,Business
6/26/2024,CUST0108,Australia,WD Black SN850 2TB SSD,Storage,3,163.11,99.28,0.15,1083,June,2024,415.9305,297.84,118.0905,Individual
12/14/2024,CUST0218,Canada,NVIDIA RTX 4080,GPU,7,1012.81,849.6,0.2,1084,December,2024,5671.736,5947.2,-275.464,Individual
5/12/2024,CUST0154,Germany,Logitech G915 Keyboard,Keyboard,4,235.64,137.63,0.15,1085,May,2024,801.176,550.52,250.656,Business
6/27/2024,CUST0338,Germany,NVIDIA RTX 4070 Ti,GPU,5,784.53,697.2,0.15,1086,June,2024,3334.2525,3486,-151.7475,Business
11/16/2024,CUST0248,Canada,AMD Radeon RX 7900 XT,GPU,7,758.45,379.64,0,1087,November,2024,5309.15,2657.48,2651.67,Individual
3/22/2024,CUST0089,India,AMD Radeon RX 7900 XT,GPU,9,931.6,589.28,0,1088,March,2024,8384.4,5303.52,3080.88,Individual
8/16/2024,CUST0312,France,HyperX Cloud II,Headset,9,122.69,81.99,0.15,1089,August,2024,938.5785,737.91,200.6685,Business
1/23/2024,CUST0366,France,NVIDIA RTX 4080,GPU,4,1279.38,831.23,0.1,1090,January,2024,4605.768,3324.92,1280.848,Reseller
6/30/2025,CUST0066,India,Corsair Vengeance 16GB DDR4,RAM,3,78.99,68.87,0.1,1091,June,2025,213.273,206.61,6.663,Individual
5/21/2024,CUST0285,France,Intel Core i9-13900K,CPU,2,630.51,419.42,0,1092,May,2024,1261.02,838.84,422.18,Individual
9/14/2024,CUST0038,India,Razer DeathAdder V2,Mouse,4,52.68,32.44,0.05,1093,September,2024,200.184,129.76,70.424,Reseller
8/8/2024,CUST0459,USA,WD Black SN850 2TB SSD,Storage,1,226.88,138.76,0.1,1094,August,2024,204.192,138.76,65.432,Individual
11/13/2024,CUST0290,Germany,EVGA SuperNOVA 750 G6 PSU,Power Supply,6,115.81,78.65,0.2,1095,November,2024,555.888,471.9,83.988,Individual
1/9/2025,CUST0144,Canada,AMD Radeon RX 7900 XT,GPU,1,914.48,772.62,0.1,1096,January,2025,823.032,772.62,50.412,Individual
9/9/2024,CUST0006,India,Seagate Barracuda 4TB HDD,Storage,8,94.33,48.41,0.05,1097,September,2024,716.908,387.28,329.628,Individual
3/28/2024,CUST0308,UK,Razer Huntsman Elite,Keyboard,1,199.24,152.97,0.2,1098,March,2024,159.392,152.97,6.422,Reseller
10/26/2023,CUST0350,Canada,ASUS TUF Gaming 32 Monitor,Monitor,5,416.16,353.93,0,1099,October,2023,2080.8,1769.65,311.15,Business
9/30/2024,CUST0077,Canada,Dell Ultrasharp 27 Monitor,Monitor,1,507.9,407.8,0.15,1100,September,2024,431.715,407.8,23.915,Reseller
12/8/2024,CUST0172,Canada,HyperX Cloud II,Headset,8,98.64,85.01,0.2,1101,December,2024,631.296,680.08,-48.784,Individual
1/16/2024,CUST0416,Brazil,WD Black SN850 2TB SSD,Storage,9,232.53,177.23,0,1102,January,2024,2092.77,1595.07,497.7,Reseller
6/25/2024,CUST0461,India,WD Black SN850 2TB SSD,Storage,4,235.04,191.91,0,1103,June,2024,940.16,767.64,172.52,Reseller
10/6/2023,CUST0183,USA,Dell Ultrasharp 27 Monitor,Monitor,3,517.06,385.53,0.1,1104,October,2023,1396.062,1156.59,239.472,Reseller
1/4/2025,CUST0387,India,Seagate Barracuda 4TB HDD,Storage,5,112.75,65.67,0.15,1105,January,2025,479.1875,328.35,150.8375,Reseller
1/15/2025,CUST0101,UK,ASUS TUF Gaming 32 Monitor,Monitor,9,417.2,210.93,0.05,1106,January,2025,3567.06,1898.37,1668.69,Individual
8/18/2025,CUST0419,France,Intel Core i9-13900K,CPU,8,652.11,486.63,0,1107,August,2025,5216.88,3893.04,1323.84,Individual
12/19/2023,CUST0360,UK,Corsair Vengeance 16GB DDR4,RAM,8,73.25,50.23,0.15,1108,December,2023,498.1,401.84,96.26,Reseller
6/22/2025,CUST0155,Brazil,NVIDIA RTX 4070 Ti,GPU,2,765.07,684.14,0.15,1109,June,2025,1300.619,1368.28,-67.661,Individual
10/14/2023,CUST0132,Australia,Corsair RM850x PSU,Power Supply,3,124.53,81.21,0.05,1110,October,2023,354.9105,243.63,111.2805,Individual
7/11/2025,CUST0427,USA,NVIDIA RTX 4080,GPU,6,1292.5,1126.62,0.05,1111,July,2025,7367.25,6759.72,607.53,Individual
10/27/2023,CUST0299,UK,Seagate Barracuda 4TB HDD,Storage,7,97.6,81.73,0.05,1112,October,2023,649.04,572.11,76.93,Individual
4/9/2024,CUST0077,Canada,Razer DeathAdder V2,Mouse,5,68.79,54.42,0.05,1113,April,2024,326.7525,272.1,54.6525,Reseller
11/17/2023,CUST0041,USA,ASUS ROG Strix Z690-F,Motherboard,3,338.46,286.15,0.1,1114,November,2023,913.842,858.45,55.392,Reseller
5/9/2024,CUST0059,Canada,NVIDIA RTX 4070 Ti,GPU,9,826.58,727.97,0.2,1115,May,2024,5951.376,6551.73,-600.354,Business
3/9/2025,CUST0302,Germany,Razer DeathAdder V2,Mouse,2,62.16,35.03,0.05,1116,March,2025,118.104,70.06,48.044,Business
10/11/2023,CUST0318,Brazil,AMD Radeon RX 7900 XT,GPU,2,779.55,504.09,0.05,1117,October,2023,1481.145,1008.18,472.965,Business
5/31/2025,CUST0064,Germany,Razer Huntsman Elite,Keyboard,3,239.8,176.74,0,1118,May,2025,719.4,530.22,189.18,Individual
3/25/2025,CUST0439,Australia,NVIDIA RTX 4080,GPU,2,1066.14,822.49,0.2,1119,March,2025,1705.824,1644.98,60.844,Reseller
5/16/2025,CUST0434,France,G.Skill Trident Z 32GB DDR5,RAM,9,176.7,148.48,0.05,1120,May,2025,1510.785,1336.32,174.465,Reseller
2/5/2025,CUST0236,India,WD Black SN850 2TB SSD,Storage,8,311.04,213.03,0.1,1121,February,2025,2239.488,1704.24,535.248,Business
1/1/2024,CUST0186,Australia,WD Black SN850 2TB SSD,Storage,1,203.96,171.01,0.2,1122,January,2024,163.168,171.01,-7.842,Business
11/14/2023,CUST0232,France,MSI B550 Tomahawk,Motherboard,3,162.64,109.62,0.1,1123,November,2023,439.128,328.86,110.268,Reseller
7/10/2025,CUST0241,Germany,Logitech G Pro Superlight,Mouse,5,127.41,64.58,0.15,1124,July,2025,541.4925,322.9,218.5925,Individual
3/20/2024,CUST0010,India,Logitech G915 Keyboard,Keyboard,7,291.6,225.64,0.1,1125,March,2024,1837.08,1579.48,257.6,Business
12/31/2024,CUST0221,USA,NVIDIA RTX 4070 Ti,GPU,8,787.99,435.91,0.2,1126,December,2024,5043.136,3487.28,1555.856,Business
7/15/2025,CUST0025,France,Intel Core i9-13900K,CPU,1,612.4,402.17,0,1127,July,2025,612.4,402.17,210.23,Business
1/24/2025,CUST0216,USA,EVGA SuperNOVA 750 G6 PSU,Power Supply,6,129.18,85.54,0.2,1128,January,2025,620.064,513.24,106.824,Individual
12/18/2024,CUST0206,Canada,EVGA SuperNOVA 750 G6 PSU,Power Supply,9,92.01,62.66,0.15,1129,December,2024,703.8765,563.94,139.9365,Business
1/11/2024,CUST0248,Canada,Corsair RM850x PSU,Power Supply,3,126.47,70.32,0.05,1130,January,2024,360.4395,210.96,149.4795,Individual
9/19/2024,CUST0068,Australia,Seagate Barracuda 4TB HDD,Storage,7,116.66,70.93,0,1131,September,2024,816.62,496.51,320.11,Reseller
7/15/2025,CUST0149,Australia,Razer Huntsman Elite,Keyboard,2,236.02,180.66,0,1132,July,2025,472.04,361.32,110.72,Reseller
5/7/2025,CUST0014,USA,HyperX Cloud II,Headset,5,113.94,73.19,0.2,1133,May,2025,455.76,365.95,89.81,Reseller
12/23/2023,CUST0489,Brazil,AMD Ryzen 7 5800X,CPU,3,322.84,259.31,0.1,1134,December,2023,871.668,777.93,93.738,Reseller
8/7/2025,CUST0090,Germany,AMD Ryzen 7 5800X,CPU,7,362.06,240.97,0.2,1135,August,2025,2027.536,1686.79,340.746,Business
4/11/2025,CUST0454,Brazil,Corsair RM850x PSU,Power Supply,4,147.37,76.03,0,1136,April,2025,589.48,304.12,285.36,Reseller
1/4/2024,CUST0055,USA,AMD Radeon RX 7900 XT,GPU,2,1037.77,748.9,0.2,1137,January,2024,1660.432,1497.8,162.632,Individual
12/27/2024,CUST0062,Brazil,SteelSeries Arctis 7,Headset,6,172.67,123.8,0.2,1138,December,2024,828.816,742.8,86.016,Individual
11/28/2023,CUST0357,Australia,AMD Ryzen 7 5800X,CPU,6,387.76,213.52,0.15,1139,November,2023,1977.576,1281.12,696.456,Reseller
